TextId,Translated,Original
ending0208_f line Text15,"""Let's go"", he speaks to you lightly.",「走吧。」他轻声呼唤。
ending0208_f line Text16,But he can't help staring at the afterglow wit you.,但他却也不由自主地，与你一道看起这满天红霞。
ending0208_f line Text17,"""Let's stay here a bit longer"", you say. And he know what you mean.",「我们再待一会儿。」你说。而他明白你的意思。
ending0208_f line Text18,"He, too, doesn't want this rare calm time to end this early...",他也不愿就这么结束了，这般得之不易的平静时光……
ending0209_f title,Intertwined rock and pine,松石连理
ending0209_f line Text01,"The thing you know the most since you enter the Pavilion,",打入阁以来，
ending0209_f line Text02,is his back view.,你熟悉的，便是他的背影。
ending0209_f line Text03,"No matter what danger lies ahead, he always cover you with his wide body.",无论前方如何凶险，他总是用那宽厚的身影遮掩着你。
ending0209_f line Text04,"Like pines and rocks, unshaken, unrelenting.",如虬松，如盘石，屹立不摇，百般不催。
ending0209_f line Text05,,
ending0209_f line Text06,...You thought so in the beginning.,…你本来是这么以为的。
ending0209_f line Text07,"Until that incident, you started to realize,",直到那事之后，你才知道，
ending0209_f line Text08,"The path of Xia that he protect is simple, yet difficult.",他守护的侠道虽然简单，却丝毫不简单。
ending0209_f line Text09,Keeping everyone safe in this disturbing time is such an extravagent hope.,看护众人平安，在这纷乱时代，是多么奢侈的念想。
ending0209_f line Text10,"So you chose to walk forward, sharing the burden with him.",于是你选择缓步上前，与他一同分担此份重担。
ending0209_f line Text11,"He will defend his belief,",让他守护着他的信念，
ending0209_f line Text12,,
ending0209_f line Text13,"and you,",而你，
ending0209_f line Text14,will defend him.,守护着他。
ending0209_f line Text15,"The path ahead, no matter it's rain or blade,",往后的路途，风风雨雨，刀光剑影，
ending0209_f line Text16,"you don't feel a lick of fear, because you know,",但你丝毫不惧，因为你知道，
ending0209_f line Text17,you will face together.,你俩将一同面对。
ending0210_m title,"Swallow returns, as petals fall",花落燕归
ending0210_m line Text01,She had made up her mind to ditch everything.,她本已做好了，舍弃一切的觉悟。
ending0210_m line Text02,The reality was too cruel for her.,身处的现实，对她来说，太过无情。
ending0210_m line Text03,"And because of this, cruelty became the only path she can see.",也正因为如此，无情，成了她至今为止，眼前唯一的一条路。
ending0210_m line Text04,"The oath to share burden cannot stop her obsession to protect,",共同承担的诺言，阻挡不住她心中那份守护的执念，
ending0210_m line Text05,made her inches closer to the abyss of arbitrary.,令她不由自主，一步步走向一意孤行的深渊。
ending0210_m line Text06,"Until, your preservance and affection, ",直到，你锲而不舍的情意，
ending0210_m line Text07,"like starlight, relit the path she thought was extravagent.",犹如阑珊灯火，重新点亮了那条她未敢奢求的道路。
ending0210_m line Text08,"understand each other, preserve the difference while seek the common ground.",相互理解，求同存异。
ending0210_m line Text09,She can finally put down the fear and obsession she had since the Mt. Heng incident.,自恒山以来，心中化生的那份恐惧和执念，此刻终于放下，
ending0210_m line Text10,"She sheds tears of  guilt,",她流下了愧疚的眼泪，
ending0210_m line Text11,"for lossing faith on people around her,",曾几何时，她失去了对身边人们的信任，
ending0210_m line Text12,and take on all of this by herself.,擅自决定要由自己承担这一切。
ending0210_m line Text13,"From now on, she must trust those she doesn't want to lose, can work together,",今后的她，必须相信那些她不愿失去的人们，能够一同齐心协力，
ending0210_m line Text14,bring a better future to the world.,为这世道带来更美好的未来。
ending0210_m line Text15,"Your foreheads touches, you comfort her in a low voice, but your heart fills with joy.",双額交碰，你轻声安慰着她，心中有的只是欢喜。
ending0210_m line Text16,"The purple petals fall with the wind, the lone scarlet swallow that flew away, found its rest again.",紫瓣飘风，那日凌空飞去的赤红孤燕，如今再度找到了归宿。
ending0211_m title,Blossome under setting sun,倾阳朝华
ending0211_m line Text01,"Since entering the Pavilion, all that she carried with her, was something intangible and unknowable.",打从入阁起，她身上所负之物，便是常人无所触及，亦无法同感之物。
ending0211_m line Text02,"The decline of the Zhong family didn't happen over night, nor it would have been easy to reverse by one person.",钟家衰败非一朝一夕，单凭一人，又怎能轻易回天挽日。
ending0211_m line Text03,"Even at the start of your journey, with your ignorance of Jianghu, you knew there was a weight on her shoulders.",便是当初不谙江湖的你，亦知晓压在她双肩之上，是何等沉重的责任。
ending0211_m line Text04,"The changes of Wulin, the coming enemies, sorrow, and truths...",随着武林风云变色，接踵而来的敌人、悲剧、真相……
ending0211_m line Text05,"All of of them struck her beliefs, ate at her spirit.",无一不重击着她的信念，蚕食着她的精神。
ending0211_m line Text06,"Even so, you have never seen the spark in those eyes dim.",即便如此，你也未见过那眼中星火，有过熄灭迹象。
ending0211_m line Text07,Those this shoulders standing before the waves of the Sun Moon Villa.,瘦小的双肩立于名为日月山庄的浪涛前，
ending0211_m line Text08_1,"Their own strength, is it enough to hold up this sinking ship?",仅凭孤身一人，真能将这欲坠之舟撑起？
ending0211_m line Text08,"""If I have you by my side, how come this is impossible?""",「若有你在身侧，又谈何不可能呢。」
ending0211_m line Text09,"The girl speaks softly, as you two cuddle and your hand holding tight.",少女轻言，而你们紧握彼此双手，相互依偎。
ending0211_m line Text10,"You overlook the Pavilion in the mountain... that is the place where two of you know each other, experanced hardship, yet protected it together.",远眺山中楼阁…那是你们相识、相知，饱经风霜，却仍一同守护之地。
ending0211_m line Text11,"In her eyes, you back view just like the rising sun, shinning down the path ahead.",那背影于她眼中，如初升之阳，照耀前路。
ending0211_m line Text12,She maded up her as her watching you.,她看向你，暗下决心。
ending0211_m line Text13,No matter what challenges and difficulties lie ahead...,无论前方有何难关，又有何崎岖艰苦等待着……
ending0211_m line Text14,"you will help each others to walk forth,",你们都将相互扶持，一同迈进，
ending0211_m line Text15,"and believe, the dawn will come eventurally.",深信，拂晓终至。
ending0212_m title,Flight to the Horizon,比翼天涯
ending0212_m line Text00,,
ending0212_m line Text01,"The scene of the welcoming banquet is still fresh in your mind, that smile, as welcoming as it was, you didn't think much more of it.",犹记新生宴初见，她讪然轻笑，那时只觉亲切，未做他想。
ending0212_m line Text02,"But then, the winds of change came, you walked by her side. She became your shield, and you became her protector.",而后世道风云渐起，你与她并肩而行，她成了你强劲的后援，你则为护卫她的剑刃。
ending0212_m line Text03,"You've seen her anger because you were poisoned, you've seen her pride when teaching.",你见过她因你受毒而发怒，见过她教授武艺时的一抹骄傲。
ending0212_m line Text04,"You've seen her guilt from killing, her frustration when she was confused.",见过她因杀业而自责万分，见过她迷茫时的颓然自弃。
ending0212_m line Text05,"And only you've seen, when you said you would carry everything with her, her tearful and shy smile.",也仅有你见过，当你说要与她一同分担痛苦与憎恨时，她含泪而笑，娇羞的模样。
ending0212_m line Text06,"You tie the wood sword with the red tassle on their hip, on the flower terrace,",你将红穗木剑别于腰际，缘花台上，你见那人束发随风摇曳，转身朝你一笑。
ending0212_m line Text07,"""I believe...as long as you are there, no matter what kind of situation, you will find a new way.""",「我相信…若有你在，无论何种绝境，也定能辟出新路。」
ending0212_m line Text08,"And because you've proved with your own hands, no matter what, there is always an unchanging friendship",正因你亲手证明了，无论何种境地，皆有不变的情谊。
ending0212_m line Text09,"And she finally believed, that between her and the girl, and her own  stubborness, maybe there will be a new path someday.",她才终于相信，也许自己与那女孩、与自己的天真固执，也能有开拓新路的一日。
ending0212_m line Text10,"The scar on their face, is proof of that decision. The sword, is the weight you have to carry  today on.",脸上的伤疤，是与过往诀别之证，腰上的细剑，是今后要背负的，生者的憎恨。
ending0212_m line Text11,"Even if infinite time was spent, if people demean and laugh about the gullibility and absurdity.",纵使要耗费数载光阴，哪怕遭遇唾弃，嘲笑着天真、愚钝。
ending0212_m line Text12,"You hold each other's hands tightly, and walk forward together.",你们也将紧握彼此的双手，朝着前方迈进。
ending0213_m title,"Dancing Flames, Entwined Warmth",煦火萦缭
ending0213_m line Text00,,
ending0213_m line Text01,"Looking at the distant setting sun, bright as flames.",望着远方残阳，红艳如煦。
ending0213_m line Text02,"Thinking about the past, bandits, assassins, corpse zombies, Blood Wolves,",遥想过往，山贼，刺客、尸人、血狼，
ending0213_m line Text03,"at first, your paths only crossed because of fighting.",自初识起，你们的路途，便充斥着挑战。
ending0213_m line Text04,"Ambush, Poison, Challenges kept coming, but neither of you gave up the other.",埋伏、中毒，难关接踵而至，但你们谁也未曾抛下彼此。
ending0213_m line Text05,"Until your paths diverged before you,",直至众人侠道分歧横亘在前，
ending0213_m line Text06,You still stood before her using your confidence and strength to forge a new path.,你亦在她面前，用坚实的臂膀与信念，硬生生拓出新的道路。
ending0213_m line Text07,"Maybe it's a narrow, or winding, or dirty, or uneven.",或许狭隘，或许蜿蜒，或许泥泞，或许坎坷。
ending0213_m line Text08,"But as long as you walk together, the path will become easier.",但只要两人并肩而行，路途终会越发宽敞。
ending0213_m line Text09,"And so, you look to her, as she swings her spear lightly, creating a red cloud to respond to your hopes.",于是你向她望去，而她轻甩手中之枪，撩起一抹红晕，响应你的期盼。
ending0213_m line Text10,"Today on, no matter where,",自此之后，无论位于何方，
ending0213_m line Text11,"Beside you, you will always have this undying bright flame.",你的身边，将永伴不灭的绚烂火光。
ending0213_m line Text12,Holding hands fearlessly forward.,携手并进，一往无前。
ending0213_m line Text13,You smile.,你微笑着。
ending0213_m line Text14,"Looking at the distant setting sun, bright as flames.",望着远方残阳，红艳如她。
ending0215_f title,The Sword from the heart,情意之剑
ending0215_f line Text01,"Next to Lake Poyang, where you first met.",鄱阳湖畔，是你们初遇之地。
ending0215_f line Text02,He was also the first swordsman you met in Jianghu.,他也是初入江湖的你，遇见的第一位剑客，
ending0215_f line Text03,"His love for martial arts, his passion for drinking, he was a real life storybook character.",好武成痴、好酒成性，宛如武侠话本描绘的江湖侠客。
ending0215_f line Text04,His unrestrained and straightforwadness always affected those around him.,他潇洒、飒爽，总让周遭人们受他鼓舞，
ending0215_f line Text05,"But only you know, that underneath it all, there is a warm and calming heart.",但只有你知道，在他开朗的外表下，有着平静且柔和的心。
ending0215_f line Text06,,
ending0215_f line Text07,A swordsman who doesn't kill. How do they walk in Jianghu and mete justice? He doesn't have an answer.,一个不杀人的剑客，如何行走江湖、遂行正义？他还没有答案。
ending0215_f line Text08,"But he knows, as long as you are with him and walking this unknown path,",但他明白，只要一路上有你相伴，与他一起走上这条寻道之旅，
ending0215_f line Text09,He has the confidence you can both find the answer.,他就有信心，能与你一同找到答案。
ending0215_f line Text10,"""If we can understand each other, we can keep going.""",「只要能相互理解，一定可以一起走下去。」
ending0215_f line Text11,"Under the tree of the terrace, you repeat this to yourself.",缘花台的紫樱树下，你在心里默念这句话。
ending0215_f line Text12,,
ending0215_f line Text13,You watch the falling purple flowers together towards the open horizon.,你们看着随风飘落的紫樱花瓣，与缘花夕照的辽阔景致，
ending0215_f line Text14,"He invites you to come with him to the farthest, widest, and most beautiful place in Jianghu.",他相邀要和你去这江湖中，最辽远、最广阔、也最美的地方。
ending0215_f line Text15,You smile and accept.,你轻笑应允。
ending0215_f line Text16,"But you both understand, even the most beautiful place in Jianghu",但你们明白，就算是江湖中最美丽且壮阔的景色，
ending0215_f line Text17,will never compare to here.,也永远比不上这里，
ending0215_f line Text18,The place where you shared your hearts with each other...,这个让你们心投意合、相知相惜的地方……
ending0216_f title,Joy and Sorrow,悲欢与共
ending0216_f line Text01,"""To accomplish the most difficult task, you have to become the strongest.""",「想完成最困难的目标，得先成为最强悍的武者。」
ending0216_f line Text02,"This is the belief he has carried his entire life, why he does what he does.",这便是他贯彻一生的，他之所以为他的理由。
ending0216_f line Text03,"Even if he never really defeated you he understands that compared to beating you,",纵使他从未真正胜过你，但他也明白，比起击败你，
ending0216_f line Text04,He'd rather have a respectable opponent to cherish for life...,他更希望，能拥有一位可敬的、值得毕生相惜的对手……
ending0216_f line Text05,,
ending0216_f line Text06,"Since you stepped into the Wulin, he's used his poison to kill evildoers, and used that same poison to cure people.",自你们踏足武林，他便以毒辣掌法除恶惩奸，更以毒治病，救人无数。
ending0216_f line Text07,But all the noteriety to you two means nothing.,但一切恶名与盛名，于你们而言，皆如浮云，
ending0216_f line Text08,Because only you both understand that what really matters is what you do.,只因你们都明白，能真正评断一个人的，乃是其作为，
ending0216_f line Text09,"And what you both have done, you are unashamed on your path of xia.",而你们的作为，始终无愧于侠。
ending0216_f line Text10,,
ending0216_f line Text11,"To stop tragedy from striking again you walked on the path of ""Returning home"".",为使悲剧不再重演，你与他踏上名唤「归家」的征途，
ending0216_f line Text12,"You can see the end of this path, but no one knows how far or difficult it will be...",这条道路，虽看得见尽头，却没人知道它有多远，又有多难……
ending0216_f line Text13,"""You don't have any regrets?""",「你不后悔？」
ending0216_f line Text14,"""Are you having regrets?""",「难道你后悔了？」
ending0216_f line Text15,"You hear what they say, but you just look ahead in silence.",你闻言，只是望着远方，不再言语。
ending0216_f line Text16,You hold each others' hands. This is your answer...,但你俩紧握彼此的手，而这便是，你们的答案……
ending0218_f title,The Pine and Pagoda Tree,松槐相应
ending0218_f line Text000,,
ending0218_f line Text01,"Since coming to the Pavillion,",打入阁以来，
ending0218_f line Text02,You are familiar with his silhouette,你熟悉的，便是他的背影。
ending0218_f line Text03,"No matter what dangers were ahead, he always protected you under his broad shadow.",无论前方如何凶险，他总是用那宽厚的身影遮掩着你。
ending0218_f line Text04,"LIke a solid tree, sturdy stone, immovable, indestructible.",如虬松，如盘石，屹立不摇，百般不催。
ending0218_f line Text05,...Or so you thought.,…你本来是这么以为的。
ending0218_f line Text06,It wasn't until it happened did you find out.,直到那事之后，你才知道，
ending0218_f line Text07,"His path of Xia is simple, but it is not easy at all.",他守护的侠道虽然简单，却丝毫不简单。
ending0218_f line Text08,"Protecting everyone in such chaotic times, what an extravagant dream.",看护众人平安，在这纷乱时代，是多么奢侈的念想。
ending0218_f line Text09,"So you chose to step up, and show him something he's never seen.",于是你选择挺身向前，在他面前擂捶出他从未见过的光景。
ending0218_f line Text10,Maybe it's the difference between how you both do things or it's the same undercurrents.,或许行事殊途，或许暗潮依旧，
ending0218_f line Text11,You promise that your goals are the same.,你还是对他承诺，你俩的目标，终归一致。
ending0218_f line Text12,"You will use your own way, your own two hands to protect his beliefs.",他的信念，你会用你的方式，你的双手，与他一同守护。
ending0218_f line Text13,The rain and blades on the path before you,往后的路途，风风雨雨，刀光剑影，
ending0218_f line Text14,"You face fearlessly together becuase you both know,",你俩将无所畏惧，因为你知道，
ending0218_f line Text15,"You are no longer being protected under the shadows, but you are each other's lights.",你已不是背后的影，而是彼此的光。
ending0301_m title,Hearts Apart,两心相隔
ending0301_m line Text01,"Since you've first met in the factor, fate has tied you together.",自机关厂房初次相遇，命运便将你们二人牵在了一块，
ending0301_m line Text02,"Entering the pavillion and passing the exams together,",一同入阁，一同通过考校，
ending0301_m line Text03,Experiencing all the world has to offer and the dangers of Jianghu.,一同体会这人间百态，江湖险恶。
ending0301_m line Text04,But she knows...imaginary dreams cannot save anyone,当她明白⋯⋯虚幻的理想，无法拯救任何人，
ending0301_m line Text05,Tossing away her past decisively and embracing a cruel decision.,毅然决定抛去过去的自己，拥抱现实和残酷的决断，
ending0301_m line Text06,It was you that promised that you would carry everything with her.,是你陪伴在她身旁，许下承诺，要与她一同承担一切。
ending0301_m line Text07,"But your paths of Xia split, sending you to opposite ends of the world.",但是信念的分歧，最终仍使你们分道扬镳，天各一方。
ending0301_m line Text08,Or maybe she left because she was afraid she couldn't sever the ties in her heart.,或许正是因为胸中的这份情感依旧真切，才让她心生怯意，选择离去。
ending0301_m line Text09,A decision to escape to allow you both to walk your own paths.,那是对忍让妥协的逃避，对貌合神离的恐惧，
ending0301_m line Text10,The distance between you let her cherish the bond you had. She used is as medicine for her pains and hestiation.,留下这段距离，是她继续珍视这份情感，扫去苦痛和犹疑的药引，
ending0301_m line Text11,"On that flower terrace, under the bright Cygnus constellation",遥望花台之上，鹊桥星辉，
ending0301_m line Text12,You also decided to find your own answers,你也暗自下定决心，要为彼此寻找新的解答，
ending0301_m line Text13,"To not be afraid of that storm that covers the sun ahead,",不畏那黄沙风尘，遮天蔽日，
ending0301_m line Text14,and wait patiently for the day you see her again in Jianghu.,静静等待，再度与她在江湖上相遇的那一天。
ending0302_m title,Hearts Apart,两心相隔
ending0302_m line Text01,"Since entering the Pavilion, all that she carried with her, was something intangible and unknowable.",打从入阁起，她身上所负之物，便是常人无所触及，亦无法同感之物。
ending0302_m line Text02,"The decline of the Zhong family didn't happen over night, nor it would have been easy to reverse by one person.",钟家衰败非一朝一夕，单凭一人，又怎能轻易回天挽日。
ending0302_m line Text03,"Even at the start of your journey, with your ignorance of Jianghu, you knew there was a weight on her shoulders.",便是当初不谙江湖的你，亦知晓压在她双肩之上，是何等沉重的责任。
ending0302_m line Text04,"The changes of Wulin, the coming enemies, sorrow, and truths...",随着武林风云变色，接踵而来的敌人、悲剧、真相……
ending0302_m line Text05,"All of of them struck her beliefs, ate at her spirit.",无一不重击着她的信念，蚕食着她的精神。
ending0302_m line Text06,"Even so, you have never seen the spark in those eyes dim.",即便如此，你也未见过那眼中星火，有过熄灭迹象。
ending0302_m line Text07,Those this shoulders standing before the waves of the Sun Moon Villa.,瘦小的双肩立于名为日月山庄的浪涛前，
ending0302_m line Text08,"Their own strength, is it enough to hold up this sinking ship?",仅凭孤身一人，真能将这欲坠之舟撑起？
ending0302_m line Text09,"""If that was you, you can definitely do it.""",「妳的话，定是没问题的。」
ending0302_m line Text10,"On a lonely rock, you smiled,",立于孤石之上，你轻笑着，
ending0302_m line Text11,"under a bright moon, rivers connect with the sky, just like the endless road ahead.",皎月当空，天川绵延，犹如前行路，不见尽头。
ending0302_m line Text12,"Dispite this, you will not slow down...",即便如此，你也不会停下脚步……
ending0302_m line Text13,"The long night will end, and the dawn must come.",长夜将去，天终拂晓。
ending0303_m title,Hearts Apart,两心相隔
ending0303_m line Text01,"The scene of the welcoming banquet is still fresh in your mind, that smile, as welcoming as it was, you didn't think much more of it.",犹记新生宴初见，她讪然轻笑，那时只觉亲切，未做他想。
ending0303_m line Text02,"But then, the winds of change came, you walked by her side. She became your shield, and you became her protector.",而后世道风云渐起，你与她并肩而行，她成了你强劲的后援，你则为护卫她的剑刃。
ending0303_m line Text03,"You've seen her anger because you were poisoned, you've seen her pride when teaching.",你见过她因你受毒而发怒，见过她教授武艺时的一抹骄傲。
ending0303_m line Text04,"You've seen her guilt from killing, her frustration when she was confused.",见过她因杀业而自责万分，见过她迷茫时的颓然自弃。
ending0303_m line Text05,"And only you've seen, when you said you would carry everything with her, her tearful and shy smile.",也仅有你见过，当你说要与她一同分担痛苦与憎恨时，她含泪而笑，娇羞的模样。
ending0303_m line Text06,"That day, you decided to leave Mt. Lu with Masters and peers, seeking your own path.",那日，你决意与师父、同门，一同离开庐山，寻求属于自己的道路。
ending0303_m line Text07,"Before you leave, you looked at each other, eye to eye, after some exchange of emotion, she smiled at you.",临行前，与她相视一望，见紫堂秋波动容后，朝你莞尔一笑。
ending0303_m line Text08,And you understood in your heart.,其意，于心了然。
ending0303_m line Text09,"So you wear the wooden sword with red tassel by the waist, for now on, you will never forget about her, despite the distance apart.",于是，你将红穗木剑配于腰际，自此，天各一方，惟不相忘。
ending0303_m line Text10,"Desert sand is swept up towards sky, and the world is vast, you do not know where she was, nor where she will go.",黄沙卷天，天地辽广，不知她现在身在何方，又将行往何处。
ending0303_m line Text11,"The only thing you're sure of, is that when next time you meet, you both would be one step forward in your own path.",唯一确定的，只有下次再见之时，你们都将往各自向往的道路——更进一步。
ending0304_m title,Hearts Apart,两心相隔
ending0304_m line Text01,"Thinking about the past, bandits, assassins, zombies and blood wolves.",遥想过往，山贼，刺客、尸人、血狼，
ending0304_m line Text02,Your path has been filled with conflicts since you've first met.,自初识起，你们的路途，便充斥着战斗。
ending0304_m line Text03,"Ambush, poison, one challenge after another, yet the two of you have never casted each other aside.",埋伏、中毒，难关接踵而至，你们谁也未抛下谁。
ending0304_m line Text04,Yet your path together ended when her path of xia diverged from yours.,但这趟携手旅程，却止步于她与你侠道分歧的那一刻，
ending0304_m line Text05,"She believes,",她认为，
ending0304_m line Text06,"Evil, must be stopped at its infancy.",恶，需止于襁褓。
ending0304_m line Text07,You cannot be as absolute as she is.,而你却无法如她一般决然。
ending0304_m line Text08,"She did not think you are wrong, but she knows,",她不认为你错，只是她知道，
ending0304_m line Text09,"the jianghu is in chaos, a great enemy upon you, the two of you shouldn't walk your path together.",江湖动乱，大敌当前，你俩不再适合一同闯荡。
ending0304_m line Text10,"Thus, she buried her feelings deep in her heart, as for those evil that accompanied her path,",于是她选择将情感深埋心中，而路途上的魑魅魍魉，
ending0304_m line Text11,They shall be tribute for this memory.,则用来奠祭这份回忆。
ending0304_m line Text12,,
ending0304_m line Text13,"You looking upon the starry sky, each silver glow turns into a red spark in your eyes.",你望着繁星点点，每粒闪烁的银辉，在你眼中都成了艳红的火花。
ending0304_m line Text14,"Though you know not where she is now,",虽然未能知晓她现在身在何方，
ending0304_m line Text15,"you still hope that, once the world knew peace, that spark will burn before you once more.",但你希冀着，待世间太平，那火光，将重新在你面前绽放。
ending0305_f title,Hearts Apart,两心相隔
ending0305_f line Text01,You first met on the shore of lake Panyang.,鄱阳湖畔，是你们初遇之地。
ending0305_f line Text02,He is also the first swordsman you've met in Jianghu.,他也是初入江湖的你，遇见的第一位剑客，
ending0305_f line Text03,"Obssessed with martial arts, addicted to alcohol, he is a Xia straight out of a wuxia novel.",好武成痴、好酒成性，宛如武侠话本描绘的江湖侠客。
ending0305_f line Text04,"He is dashing, yet outgoing, and an inspiration to those around him,",他潇洒、飒爽，总让周遭人们受他鼓舞，
ending0305_f line Text05,Only you know that there is a calm and gentle heart under his easy going exterior.,但只有你知道，在他开朗的外表下，有着平静且柔和的心。
ending0305_f line Text06,,
ending0305_f line Text07,How can a swordsman that does not kill walk in Jianghu and uphold justice? He doesn't have an answer.,一个不杀人的剑客，如何行走江湖、遂行正义？他还没有答案。
ending0305_f line Text08,All he can do remind himself to keep walking this path of a benevolent Xia.,他只能敦促自己，要在这条仁侠之道上，继续前行。
ending0305_f line Text09,Even if that path diverages from your beliefs.,纵使与你的信念相违，也一样。
ending0305_f line Text10,"You have supported each other and overcame all sorts of difficulties, for him, that is the most beautiful memory,",曾经你们互相扶持，一同跨越种种难关，对他而言，那是最美好的记忆，
ending0305_f line Text11,That is also the only memory he can't let go.,却也成了，他唯一放不下的回忆。
ending0305_f line Text12,,
ending0305_f line Text13,"You look upon the star and the moon, one after another, pots of fine wine empties.",你遥望星辰与明月，美酒也一坛一坛空去。
ending0305_f line Text14,"You recall, once upon a time, the two of you had once drank under this starry sky, sparred under the falling petals.......",你想起，你们也曾在这般满天星光下对饮美酒、漫天飞花下以剑论武……
ending0305_f line Text15,"「If I let go, we can start again.」",「只要放下，现在就可以重新开始。」
ending0305_f line Text16,"You mumble to yourself, then smiles,「how can it be that easy?」",你在心里默念这句话，随后轻笑，「哪有这般容易呢？」
ending0305_f line Text17,"But you also knew, you must keep walking down this path you called your own,",但你知道，你必须在自己的道路上继续走下去，
ending0305_f line Text18,so that you do fail he who continues to walk down his own path.,为的是不辜负，也在自己的道路上，继续前行的他…
ending0306_f title,Hearts Apart,两心相隔
ending0306_f line Text01,"The natural difference in your physiques made him see you a challenge the moment you two met,",先天的体质差异，让他初见于你，便对你起了竞争心，
ending0306_f line Text02,yet he never seems to be able to get the upper hands in your competitions.,却总在与你的决胜中，受窘吃亏，往复如是。
ending0306_f line Text03,"Once you thought the two of you simply cannot get closer,",曾经以为，你们无法再拉近彼此的距离，
ending0306_f line Text04,"Know, you truly and well understood that——",但现在，你却深刻体认——
ending0306_f line Text05,He only kept distant from you because he doesn't want to lose the feelings he treasured again.,他与你保持距离，不过是因为，他不愿再次失去他所珍视的情谊。
ending0306_f line Text06,,
ending0306_f line Text07,"The last few years, you have worked together and competed against each other through many trials.",这数年来，你们时而竞争、时而合作，一起度过了许多劫难。
ending0306_f line Text08,"Secretly, you hoped this friendly rivalry can go on forever.",你暗自希望，这段亦敌亦友的关系，可以一直持续下去，
ending0306_f line Text09,Yet your diveraging beliefs sitll drove the two of you on differing paths......,然而分歧的信念，仍让你们走上不同的道路……
ending0306_f line Text10,"You know, there will be a day where the two of you will reunite on the battlefield.",你们明白，终有一天，你们会重逢于战场，
ending0306_f line Text11,Truly finding out who is stronger in defense of your own ideals.,为捍卫彼此的理想，真正的一决高下。
ending0306_f line Text12,,
ending0306_f line Text13,"In the night, your dashing palm strike sends purple petals flying.",夜空下，你出掌如风，紫樱花瓣翩翩纷飞。
ending0306_f line Text14,"Though you are fighting an imaginary opponent, you cannot help but recall,",你虽是与假想之敌对招，却总会在每招每式之间，
ending0306_f line Text15,"recall that familar move, that familar figure.......",回想起那个熟悉的招式，熟悉的身影……
ending0306_f line Text16,"You stay your hand, and think about him, thinking that maybe he feels the same way as you do——",你停下手，遥想远方的他，想着他或许会与你拥有同样的心思——
ending0306_f line Text17,"No matter what was casted aside, the two of you have continue on your martial path without regret.",不论当初舍弃了什么，你们都必须在自己选择的武道上，无悔的前行，
ending0306_f line Text18,The point is to not let him down......Not letting the rival that you will respect and cherish for life down.,为的就是无愧于他……无愧于那位可敬的、毕生相惜的对手。
ending0307_f title,Hearts Apart,两心相隔
ending0307_f line Text01,"Along the way, he protected you, and you watched out for him.",一路走来，他守护着你，你守护着他，
ending0307_f line Text02,You believed that the two of you can face all the storm and rain together.,曾经以为，你们能一同面对一切风风雨雨，
ending0307_f line Text03,Until the differing ideal of Xia made you step out from his back to walk a different path.,直到侠道的分歧，让你选择从他身后，走向另外一条道路。
ending0307_f line Text04,Watching out for everyone is a naive belief in this chaotic age.,看护众人平安，在这纷乱时代，是多么天真的念想。
ending0307_f line Text05,"He looked at you, without a word.",他看着你，未发一语。
ending0307_f line Text06,,
ending0307_f line Text07,"Though there is sadness in his eyes, the foot with which he defended others stood their ground.",虽然眼底悲伤浮现，但守护其余众人的双脚，寸步未移。
ending0307_f line Text08,"After leaving Xia Pavilion, faced with countless battles,",离开侠隐阁后，面对无数战斗，刀光剑影，
ending0307_f line Text09,His back would always appear in your mind.,你总会在眼前，浮现他的背影。
ending0307_f line Text10,"But you shook your head, dispelling that image, refocus, and carried on.",但你摇了摇头，将那背影驱散，凝神，向前。
ending0307_f line Text11,"You knew, the sooner the Jianghu sees peace,",因为你知道，越早将江湖骚乱弭平，
ending0307_f line Text12,The easier it will be for him to walk his path.,他的侠道，才越容易行走。
ending0307_f line Text13,"Looking at the night sky, on the opposite side of the same heaven, neither of you will stop.",看着夜空，天各一方，你俩的脚步都将不会止歇，
ending0307_f line Text14,"You will continue to walk your own path, hoping that the two of you will be walking towards the same end.",在各自的道途上迈进，希冀着走向相同终点，再次相遇。
ending0401_f title,Bloody Swallow on the Roof,梁上血燕
ending0401_f line Text01,From the moment she realized that unrealistic ideals could not save the world,从她明白虚幻的理想，无法拯救世道的那一刻起，
ending0401_f line Text02,she decided to walk down this dark path.,她便决心要走上这条注定灰暗的道路。
ending0401_f line Text03,"For the months after she and Master Duan lead the others to leave the pavillion,",在她和段师父率领众人离开侠隐阁后，
ending0401_f line Text04,corrupt officials and criminals were constantly found dead in ther homes.,数月之间，关中境内欺压乡里，鱼肉百姓的官吏豪绅，接连横死宅院，
ending0401_f line Text05,Investigations from the government bore no fruit.,官府持续追查，始终未果，
ending0401_f line Text06,All kinds of schemes and mishandled cases from officials,各种意欲诬指当地百姓，草草结案的企图，
ending0401_f line Text07,were also met with mysterious deaths.,也在办案官员同受害者般，离奇身亡后，旋即消灭。
ending0401_f line Text08,"Newly appointed officials all turned to policies to help the people,",此后上任官吏，皆转而施行嘉惠百姓之德政，
ending0401_f line Text09,and pushed these unsolved mysteries to a higher level and refused to dig deeper.,将这一连串事件束之高阁，不再调查追究，
ending0401_f line Text10,"All along the region, for a moment everythign weas peaceful.",关陇一带，一时政通人和，百姓安泰。
ending0401_f line Text11,But that one Xia dressed in scarlet knows,但那位在黑夜中扫视府城的红衣侠女深知，
